,0
1365,130471.88767498232
1366,133881.10787723106
1367,242074.40497607726
1368,236359.74390762777
1369,230878.2316662202
1370,189733.70996779107
1371,264716.2675876151
1372,290197.7545032469
1373,229782.7105593822
1374,212059.24607187725
1375,190954.52143202577
1376,182963.85976831822
1377,140700.0107630267
1378,194632.28737645858
1379,198287.3685251682
1380,208833.37572506847
1381,229982.99647186373
1382,153827.6408425917
1383,189038.84120581375
1384,138078.34353118422
1385,209551.9146496633
1386,206240.95047233734
1387,232560.56792877283
1388,206065.52928694364
1389,273754.470831939
1390,215523.0363875532
1391,236303.44429569773
1392,241544.28717307176
1393,157205.0006097132
1394,214481.5405237726
1395,216096.49920892718
1396,194720.80481483703
1397,229213.2750196156
1398,90772.61626669978
1399,133151.55819818465
1400,133583.49461619853
1401,194141.89383527695
1402,121731.85016438527
1403,214851.71512716133
1404,130269.57657483131
1405,158611.09066310024
1406,92523.17686473909
1407,103065.19399249023
1408,99203.68279424123
1409,122254.85217124858
1410,84230.99772682786
1411,14994.735521518858
1412,109918.71223076762
1413,141889.14197642496
1414,114674.515527
1415,178171.51091898253
1416,154244.1504078427
1417,180899.30437133156
1418,133372.26692325273
1419,107373.44297754615
1420,147604.2553715402
1421,196958.5962084878
1422,211905.69648034297
1423,224988.29688207264
1424,184900.3731697943
1425,234768.02255819633
1426,93650.1410936109
1427,147956.72641883558
1428,37973.873799016
1429,61854.19227624018
1430,134972.42816639354
1431,29976.820768811827
1432,60064.544749016175
1433,25904.41414957578
1434,310213.0092519053
1435,260483.6996064872
1436,177760.9249368503
1437,146083.85479195285
1438,206428.8260359648
1439,148555.5087912728
1440,237930.30919540586
1441,212777.8738507524
1442,314035.4659061427
1443,351676.7301965767
1444,76123.2902354043
1445,199168.93815196634
1446,88165.33819676568
1447,114978.79216365055
1448,142190.2231910776
1449,56023.46172904631
1450,53051.31130509364
1451,148721.04820597183
1452,63067.260595155705
1453,52896.75726865709
1454,63472.695099158096
1455,60527.710891122784
1456,176268.95078567055
1457,96708.91693113367
1458,213319.89096030424
